Source,Target,Type,Id,Label,timeset,Weight
38,91,Directed,6746,,,1
42,91,Directed,6747,,,1
75,91,Directed,6748,,,1
44,91,Directed,6749,,,1
80,91,Directed,6750,,,1
5,61,Directed,6751,,,1
102,61,Directed,6752,,,1
8,61,Directed,6753,,,1
108,61,Directed,6754,,,1
84,61,Directed,6755,,,1
14,61,Directed,6756,,,1
1,61,Directed,6757,,,1
87,61,Directed,6758,,,1
109,61,Directed,6759,,,1
19,61,Directed,6760,,,1
23,61,Directed,6761,,,1
103,61,Directed,6762,,,1
104,61,Directed,6763,,,1
26,61,Directed,6764,,,1
112,61,Directed,6765,,,1
27,61,Directed,6766,,,1
105,61,Directed,6767,,,1
34,61,Directed,6768,,,1
38,61,Directed,6769,,,1
42,61,Directed,6770,,,1
43,61,Directed,6771,,,1
75,61,Directed,6772,,,1
44,61,Directed,6773,,,1
111,61,Directed,6774,,,1
131,61,Directed,6775,,,1
74,61,Directed,6776,,,1
128,61,Directed,6777,,,1
64,61,Directed,6778,,,1
118,61,Directed,6779,,,1
106,61,Directed,6780,,,1
78,61,Directed,6781,,,1
89,132,Directed,6782,,,1
119,132,Directed,6783,,,1
89,130,Directed,6784,,,1
107,130,Directed,6785,,,1
119,130,Directed,6786,,,1
115,130,Directed,6787,,,1
38,130,Directed,6788,,,1
123,130,Directed,6789,,,1
138,130,Directed,6790,,,1
70,130,Directed,6791,,,1
89,139,Directed,6792,,,1
89,140,Directed,6793,,,1
115,140,Directed,6794,,,1
89,141,Directed,6795,,,1
1,50,Directed,6796,,,1
89,50,Directed,6797,,,1
115,50,Directed,6798,,,1
38,50,Directed,6799,,,1
80,50,Directed,6800,,,1
96,131,Directed,6801,,,1
89,131,Directed,6802,,,1
107,131,Directed,6803,,,1
137,131,Directed,6804,,,1
122,131,Directed,6805,,,1
123,131,Directed,6806,,,1
61,131,Directed,6807,,,1
138,131,Directed,6808,,,1
82,131,Directed,6809,,,1
70,131,Directed,6810,,,1
124,131,Directed,6811,,,1
89,133,Directed,6812,,,1
107,133,Directed,6813,,,1
119,133,Directed,6814,,,1
115,133,Directed,6815,,,1
38,133,Directed,6816,,,1
138,133,Directed,6817,,,1
89,142,Directed,6818,,,1
115,142,Directed,6819,,,1
38,142,Directed,6820,,,1
89,143,Directed,6821,,,1
115,143,Directed,6822,,,1
144,89,Directed,6823,,,1
132,89,Directed,6824,,,1
5,89,Directed,6825,,,1
6,89,Directed,6826,,,1
130,89,Directed,6827,,,1
83,89,Directed,6828,,,1
139,89,Directed,6829,,,1
84,89,Directed,6830,,,1
87,89,Directed,6831,,,1
18,89,Directed,6832,,,1
19,89,Directed,6833,,,1
21,89,Directed,6834,,,1
23,89,Directed,6835,,,1
26,89,Directed,6836,,,1
112,89,Directed,6837,,,1
140,89,Directed,6838,,,1
31,89,Directed,6839,,,1
145,89,Directed,6840,,,1
32,89,Directed,6841,,,1
33,89,Directed,6842,,,1
36,89,Directed,6843,,,1
37,89,Directed,6844,,,1
38,89,Directed,6845,,,1
39,89,Directed,6846,,,1
42,89,Directed,6847,,,1
76,89,Directed,6848,,,1
141,89,Directed,6849,,,1
49,89,Directed,6850,,,1
50,89,Directed,6851,,,1
131,89,Directed,6852,,,1
74,89,Directed,6853,,,1
56,89,Directed,6854,,,1
146,89,Directed,6855,,,1
133,89,Directed,6856,,,1
64,89,Directed,6857,,,1
142,89,Directed,6858,,,1
143,89,Directed,6859,,,1
118,89,Directed,6860,,,1
80,89,Directed,6861,,,1
72,89,Directed,6862,,,1
0,107,Directed,6863,,,1
3,107,Directed,6864,,,1
5,107,Directed,6865,,,1
130,107,Directed,6866,,,1
12,107,Directed,6867,,,1
147,107,Directed,6868,,,1
15,107,Directed,6869,,,1
16,107,Directed,6870,,,1
87,107,Directed,6871,,,1
18,107,Directed,6872,,,1
19,107,Directed,6873,,,1
20,107,Directed,6874,,,1
23,107,Directed,6875,,,1
148,107,Directed,6876,,,1
31,107,Directed,6877,,,1
32,107,Directed,6878,,,1
33,107,Directed,6879,,,1
34,107,Directed,6880,,,1
36,107,Directed,6881,,,1
38,107,Directed,6882,,,1
39,107,Directed,6883,,,1
42,107,Directed,6884,,,1
43,107,Directed,6885,,,1
76,107,Directed,6886,,,1
49,107,Directed,6887,,,1
131,107,Directed,6888,,,1
51,107,Directed,6889,,,1
53,107,Directed,6890,,,1
56,107,Directed,6891,,,1
128,107,Directed,6892,,,1
59,107,Directed,6893,,,1
113,107,Directed,6894,,,1
133,107,Directed,6895,,,1
64,107,Directed,6896,,,1
65,107,Directed,6897,,,1
66,107,Directed,6898,,,1
5,115,Directed,6899,,,1
6,115,Directed,6900,,,1
130,115,Directed,6901,,,1
83,115,Directed,6902,,,1
9,115,Directed,6903,,,1
10,115,Directed,6904,,,1
16,115,Directed,6905,,,1
18,115,Directed,6906,,,1
23,115,Directed,6907,,,1
140,115,Directed,6908,,,1
31,115,Directed,6909,,,1
32,115,Directed,6910,,,1
33,115,Directed,6911,,,1
34,115,Directed,6912,,,1
37,115,Directed,6913,,,1
38,115,Directed,6914,,,1
44,115,Directed,6915,,,1
47,115,Directed,6916,,,1
50,115,Directed,6917,,,1
56,115,Directed,6918,,,1
58,115,Directed,6919,,,1
133,115,Directed,6920,,,1
65,115,Directed,6921,,,1
142,115,Directed,6922,,,1
143,115,Directed,6923,,,1
118,115,Directed,6924,,,1
79,115,Directed,6925,,,1
72,115,Directed,6926,,,1
23,137,Directed,6927,,,1
33,137,Directed,6928,,,1
38,137,Directed,6929,,,1
131,137,Directed,6930,,,1
19,125,Directed,6931,,,1
38,125,Directed,6932,,,1
9,122,Directed,6933,,,1
18,122,Directed,6934,,,1
23,122,Directed,6935,,,1
32,122,Directed,6936,,,1
33,122,Directed,6937,,,1
38,122,Directed,6938,,,1
131,122,Directed,6939,,,1
74,122,Directed,6940,,,1
130,138,Directed,6941,,,1
131,138,Directed,6942,,,1
133,138,Directed,6943,,,1
0,70,Directed,6944,,,1
2,70,Directed,6945,,,1
5,70,Directed,6946,,,1
6,70,Directed,6947,,,1
7,70,Directed,6948,,,1
130,70,Directed,6949,,,1
83,70,Directed,6950,,,1
9,70,Directed,6951,,,1
10,70,Directed,6952,,,1
12,70,Directed,6953,,,1
14,70,Directed,6954,,,1
96,70,Directed,6955,,,1
1,70,Directed,6956,,,1
16,70,Directed,6957,,,1
17,70,Directed,6958,,,1
18,70,Directed,6959,,,1
21,70,Directed,6960,,,1
22,70,Directed,6961,,,1
23,70,Directed,6962,,,1
26,70,Directed,6963,,,1
120,70,Directed,6964,,,1
32,70,Directed,6965,,,1
33,70,Directed,6966,,,1
34,70,Directed,6967,,,1
35,70,Directed,6968,,,1
36,70,Directed,6969,,,1
38,70,Directed,6970,,,1
121,70,Directed,6971,,,1
40,70,Directed,6972,,,1
42,70,Directed,6973,,,1
43,70,Directed,6974,,,1
136,70,Directed,6975,,,1
76,70,Directed,6976,,,1
46,70,Directed,6977,,,1
131,70,Directed,6978,,,1
52,70,Directed,6979,,,1
53,70,Directed,6980,,,1
54,70,Directed,6981,,,1
56,70,Directed,6982,,,1
58,70,Directed,6983,,,1
59,70,Directed,6984,,,1
113,70,Directed,6985,,,1
64,70,Directed,6986,,,1
65,70,Directed,6987,,,1
66,70,Directed,6988,,,1
129,70,Directed,6989,,,1
118,70,Directed,6990,,,1
79,70,Directed,6991,,,1
80,70,Directed,6992,,,1
6,124,Directed,6993,,,1
9,124,Directed,6994,,,1
18,124,Directed,6995,,,1
19,124,Directed,6996,,,1
23,124,Directed,6997,,,1
31,124,Directed,6998,,,1
32,124,Directed,6999,,,1
33,124,Directed,7000,,,1
38,124,Directed,7001,,,1
39,124,Directed,7002,,,1
49,124,Directed,7003,,,1
131,124,Directed,7004,,,1
56,124,Directed,7005,,,1
64,124,Directed,7006,,,1
72,124,Directed,7007,,,1
80,88,Directed,7008,,,1
96,35,Directed,7009,,,1
1,35,Directed,7010,,,1
33,35,Directed,7011,,,1
38,35,Directed,7012,,,1
62,35,Directed,7013,,,1
80,35,Directed,7014,,,1
70,35,Directed,7015,,,1
1,54,Directed,7016,,,1
38,54,Directed,7017,,,1
80,54,Directed,7018,,,1
70,54,Directed,7019,,,1
0,96,Directed,7020,,,1
2,96,Directed,7021,,,1
5,96,Directed,7022,,,1
6,96,Directed,7023,,,1
7,96,Directed,7024,,,1
83,96,Directed,7025,,,1
9,96,Directed,7026,,,1
10,96,Directed,7027,,,1
14,96,Directed,7028,,,1
15,96,Directed,7029,,,1
16,96,Directed,7030,,,1
18,96,Directed,7031,,,1
19,96,Directed,7032,,,1
20,96,Directed,7033,,,1
21,96,Directed,7034,,,1
22,96,Directed,7035,,,1
23,96,Directed,7036,,,1
110,96,Directed,7037,,,1
27,96,Directed,7038,,,1
35,96,Directed,7039,,,1
36,96,Directed,7040,,,1
37,96,Directed,7041,,,1
38,96,Directed,7042,,,1
135,96,Directed,7043,,,1
121,96,Directed,7044,,,1
40,96,Directed,7045,,,1
41,96,Directed,7046,,,1
42,96,Directed,7047,,,1
43,96,Directed,7048,,,1
75,96,Directed,7049,,,1
76,96,Directed,7050,,,1
46,96,Directed,7051,,,1
47,96,Directed,7052,,,1
111,96,Directed,7053,,,1
131,96,Directed,7054,,,1
74,96,Directed,7055,,,1
77,96,Directed,7056,,,1
116,96,Directed,7057,,,1
128,96,Directed,7058,,,1
59,96,Directed,7059,,,1
149,96,Directed,7060,,,1
63,96,Directed,7061,,,1
64,96,Directed,7062,,,1
65,96,Directed,7063,,,1
66,96,Directed,7064,,,1
129,96,Directed,7065,,,1
94,96,Directed,7066,,,1
78,96,Directed,7067,,,1
70,96,Directed,7068,,,1
150,96,Directed,7069,,,1
2,86,Directed,7070,,,1
5,86,Directed,7071,,,1
6,86,Directed,7072,,,1
7,86,Directed,7073,,,1
8,86,Directed,7074,,,1
83,86,Directed,7075,,,1
9,86,Directed,7076,,,1
10,86,Directed,7077,,,1
14,86,Directed,7078,,,1
18,86,Directed,7079,,,1
19,86,Directed,7080,,,1
20,86,Directed,7081,,,1
23,86,Directed,7082,,,1
103,86,Directed,7083,,,1
34,86,Directed,7084,,,1
36,86,Directed,7085,,,1
37,86,Directed,7086,,,1
38,86,Directed,7087,,,1
121,86,Directed,7088,,,1
40,86,Directed,7089,,,1
41,86,Directed,7090,,,1
42,86,Directed,7091,,,1
43,86,Directed,7092,,,1
75,86,Directed,7093,,,1
76,86,Directed,7094,,,1
111,86,Directed,7095,,,1
51,86,Directed,7096,,,1
74,86,Directed,7097,,,1
128,86,Directed,7098,,,1
65,86,Directed,7099,,,1
94,86,Directed,7100,,,1
78,86,Directed,7101,,,1
80,86,Directed,7102,,,1
150,86,Directed,7103,,,1
38,151,Directed,7104,,,1
5,97,Directed,7105,,,1
10,97,Directed,7106,,,1
14,97,Directed,7107,,,1
87,97,Directed,7108,,,1
38,97,Directed,7109,,,1
40,97,Directed,7110,,,1
76,97,Directed,7111,,,1
74,97,Directed,7112,,,1
128,97,Directed,7113,,,1
5,98,Directed,7114,,,1
6,98,Directed,7115,,,1
83,98,Directed,7116,,,1
10,98,Directed,7117,,,1
14,98,Directed,7118,,,1
16,98,Directed,7119,,,1
19,98,Directed,7120,,,1
23,98,Directed,7121,,,1
34,98,Directed,7122,,,1
36,98,Directed,7123,,,1
38,98,Directed,7124,,,1
76,98,Directed,7125,,,1
74,98,Directed,7126,,,1
128,98,Directed,7127,,,1
58,98,Directed,7128,,,1
65,98,Directed,7129,,,1
129,98,Directed,7130,,,1
78,98,Directed,7131,,,1
79,98,Directed,7132,,,1
38,152,Directed,7133,,,1
14,100,Directed,7134,,,1
19,100,Directed,7135,,,1
103,100,Directed,7136,,,1
105,100,Directed,7137,,,1
38,100,Directed,7138,,,1
135,100,Directed,7139,,,1
40,100,Directed,7140,,,1
75,100,Directed,7141,,,1
111,100,Directed,7142,,,1
65,100,Directed,7143,,,1
10,92,Directed,7144,,,1
38,92,Directed,7145,,,1
75,92,Directed,7146,,,1
76,92,Directed,7147,,,1
128,92,Directed,7148,,,1
80,92,Directed,7149,,,1
5,101,Directed,7150,,,1
6,101,Directed,7151,,,1
10,101,Directed,7152,,,1
14,101,Directed,7153,,,1
18,101,Directed,7154,,,1
19,101,Directed,7155,,,1
103,101,Directed,7156,,,1
105,101,Directed,7157,,,1
38,101,Directed,7158,,,1
40,101,Directed,7159,,,1
75,101,Directed,7160,,,1
76,101,Directed,7161,,,1
111,101,Directed,7162,,,1
74,101,Directed,7163,,,1
128,101,Directed,7164,,,1
58,101,Directed,7165,,,1
65,101,Directed,7166,,,1
94,101,Directed,7167,,,1
78,101,Directed,7168,,,1
1,69,Directed,7169,,,1
19,69,Directed,7170,,,1
38,69,Directed,7171,,,1
75,69,Directed,7172,,,1
1,30,Directed,7173,,,1
1,45,Directed,7174,,,1
73,45,Directed,7175,,,1
38,45,Directed,7176,,,1
108,63,Directed,7177,,,1
96,63,Directed,7178,,,1
1,63,Directed,7179,,,1
38,63,Directed,7180,,,1
62,63,Directed,7181,,,1
82,63,Directed,7182,,,1
102,114,Directed,7183,,,1
19,114,Directed,7184,,,1
23,114,Directed,7185,,,1
26,114,Directed,7186,,,1
27,114,Directed,7187,,,1
105,114,Directed,7188,,,1
34,114,Directed,7189,,,1
38,114,Directed,7190,,,1
42,114,Directed,7191,,,1
43,114,Directed,7192,,,1
75,114,Directed,7193,,,1
74,114,Directed,7194,,,1
64,114,Directed,7195,,,1
102,90,Directed,7196,,,1
19,90,Directed,7197,,,1
42,90,Directed,7198,,,1
75,90,Directed,7199,,,1
80,90,Directed,7200,,,1
33,108,Directed,7201,,,1
38,108,Directed,7202,,,1
39,108,Directed,7203,,,1
49,108,Directed,7204,,,1
61,108,Directed,7205,,,1
62,108,Directed,7206,,,1
63,108,Directed,7207,,,1
38,153,Directed,7208,,,1
38,154,Directed,7209,,,1
14,99,Directed,7210,,,1
96,2,Directed,7211,,,1
1,2,Directed,7212,,,1
86,2,Directed,7213,,,1
62,2,Directed,7214,,,1
80,2,Directed,7215,,,1
70,2,Directed,7216,,,1
96,5,Directed,7217,,,1
1,5,Directed,7218,,,1
85,5,Directed,7219,,,1
86,5,Directed,7220,,,1
97,5,Directed,7221,,,1
73,5,Directed,7222,,,1
89,5,Directed,7223,,,1
98,5,Directed,7224,,,1
107,5,Directed,7225,,,1
115,5,Directed,7226,,,1
32,5,Directed,7227,,,1
123,5,Directed,7228,,,1
61,5,Directed,7229,,,1
62,5,Directed,7230,,,1
101,5,Directed,7231,,,1
82,5,Directed,7232,,,1
70,5,Directed,7233,,,1
96,15,Directed,7234,,,1
1,15,Directed,7235,,,1
107,15,Directed,7236,,,1
38,15,Directed,7237,,,1
80,15,Directed,7238,,,1
107,148,Directed,7239,,,1
38,155,Directed,7240,,,1
1,29,Directed,7241,,,1
96,40,Directed,7242,,,1
1,40,Directed,7243,,,1
86,40,Directed,7244,,,1
97,40,Directed,7245,,,1
100,40,Directed,7246,,,1
62,40,Directed,7247,,,1
101,40,Directed,7248,,,1
80,40,Directed,7249,,,1
70,40,Directed,7250,,,1
96,41,Directed,7251,,,1
1,41,Directed,7252,,,1
86,41,Directed,7253,,,1
62,41,Directed,7254,,,1
80,41,Directed,7255,,,1
1,51,Directed,7256,,,1
86,51,Directed,7257,,,1
73,51,Directed,7258,,,1
107,51,Directed,7259,,,1
96,59,Directed,7260,,,1
1,59,Directed,7261,,,1
107,59,Directed,7262,,,1
70,59,Directed,7263,,,1
96,149,Directed,7264,,,1
96,66,Directed,7265,,,1
1,66,Directed,7266,,,1
107,66,Directed,7267,,,1
38,66,Directed,7268,,,1
80,66,Directed,7269,,,1
70,66,Directed,7270,,,1
96,94,Directed,7271,,,1
86,94,Directed,7272,,,1
62,94,Directed,7273,,,1
101,94,Directed,7274,,,1
80,94,Directed,7275,,,1
96,150,Directed,7276,,,1
86,150,Directed,7277,,,1
114,26,Directed,7278,,,1
1,26,Directed,7279,,,1
89,26,Directed,7280,,,1
61,26,Directed,7281,,,1
93,26,Directed,7282,,,1
70,26,Directed,7283,,,1
114,42,Directed,7284,,,1
96,42,Directed,7285,,,1
1,42,Directed,7286,,,1
86,42,Directed,7287,,,1
89,42,Directed,7288,,,1
107,42,Directed,7289,,,1
90,42,Directed,7290,,,1
91,42,Directed,7291,,,1
61,42,Directed,7292,,,1
93,42,Directed,7293,,,1
70,42,Directed,7294,,,1
89,146,Directed,7295,,,1
114,64,Directed,7296,,,1
96,64,Directed,7297,,,1
1,64,Directed,7298,,,1
89,64,Directed,7299,,,1
107,64,Directed,7300,,,1
61,64,Directed,7301,,,1
93,64,Directed,7302,,,1
80,64,Directed,7303,,,1
70,64,Directed,7304,,,1
124,64,Directed,7305,,,1
61,106,Directed,7306,,,1
93,106,Directed,7307,,,1
96,110,Directed,7332,,,1
62,110,Directed,7333,,,1
1,31,Directed,7334,,,1
19,31,Directed,7335,,,1
89,31,Directed,7336,,,1
107,31,Directed,7337,,,1
115,31,Directed,7338,,,1
80,31,Directed,7339,,,1
124,31,Directed,7340,,,1
3,33,Directed,7341,,,1
8,33,Directed,7342,,,1
83,33,Directed,7343,,,1
108,33,Directed,7344,,,1
84,33,Directed,7345,,,1
1,33,Directed,7346,,,1
87,33,Directed,7347,,,1
109,33,Directed,7348,,,1
19,33,Directed,7349,,,1
24,33,Directed,7350,,,1
89,33,Directed,7351,,,1
112,33,Directed,7352,,,1
27,33,Directed,7353,,,1
107,33,Directed,7354,,,1
115,33,Directed,7355,,,1
34,33,Directed,7356,,,1
127,33,Directed,7357,,,1
35,33,Directed,7358,,,1
38,33,Directed,7359,,,1
137,33,Directed,7360,,,1
75,33,Directed,7361,,,1
111,33,Directed,7362,,,1
122,33,Directed,7363,,,1
123,33,Directed,7364,,,1
117,33,Directed,7365,,,1
67,33,Directed,7366,,,1
80,33,Directed,7367,,,1
82,33,Directed,7368,,,1
70,33,Directed,7369,,,1
124,33,Directed,7370,,,1
8,39,Directed,7371,,,1
108,39,Directed,7372,,,1
1,39,Directed,7373,,,1
109,39,Directed,7374,,,1
19,39,Directed,7375,,,1
103,39,Directed,7376,,,1
89,39,Directed,7377,,,1
107,39,Directed,7378,,,1
34,39,Directed,7379,,,1
38,39,Directed,7380,,,1
82,39,Directed,7381,,,1
124,39,Directed,7382,,,1
8,49,Directed,7383,,,1
108,49,Directed,7384,,,1
1,49,Directed,7385,,,1
89,49,Directed,7386,,,1
107,49,Directed,7387,,,1
124,49,Directed,7388,,,1
1,72,Directed,7389,,,1
89,72,Directed,7390,,,1
115,72,Directed,7391,,,1
80,72,Directed,7392,,,1
82,72,Directed,7393,,,1
124,72,Directed,7394,,,1
96,20,Directed,7395,,,1
1,20,Directed,7396,,,1
86,20,Directed,7397,,,1
107,20,Directed,7398,,,1
62,20,Directed,7399,,,1
89,144,Directed,7400,,,1
82,134,Directed,7401,,,1
96,9,Directed,7402,,,1
1,9,Directed,7403,,,1
86,9,Directed,7404,,,1
115,9,Directed,7405,,,1
122,9,Directed,7406,,,1
70,9,Directed,7407,,,1
124,9,Directed,7408,,,1
107,147,Directed,7409,,,1
96,18,Directed,7410,,,1
1,18,Directed,7411,,,1
86,18,Directed,7412,,,1
73,18,Directed,7413,,,1
89,18,Directed,7414,,,1
107,18,Directed,7415,,,1
115,18,Directed,7416,,,1
122,18,Directed,7417,,,1
123,18,Directed,7418,,,1
101,18,Directed,7419,,,1
82,18,Directed,7420,,,1
70,18,Directed,7421,,,1
124,18,Directed,7422,,,1
96,21,Directed,7423,,,1
1,21,Directed,7424,,,1
89,21,Directed,7425,,,1
70,21,Directed,7426,,,1
1,25,Directed,7427,,,1
96,36,Directed,7428,,,1
1,36,Directed,7429,,,1
86,36,Directed,7430,,,1
89,36,Directed,7431,,,1
98,36,Directed,7432,,,1
107,36,Directed,7433,,,1
95,36,Directed,7434,,,1
70,36,Directed,7435,,,1
96,135,Directed,7436,,,1
100,135,Directed,7437,,,1
82,135,Directed,7438,,,1
96,37,Directed,7439,,,1
1,37,Directed,7440,,,1
86,37,Directed,7441,,,1
89,37,Directed,7442,,,1
115,37,Directed,7443,,,1
62,37,Directed,7444,,,1
3,38,Directed,7445,,,1
6,38,Directed,7446,,,1
114,38,Directed,7447,,,1
130,38,Directed,7448,,,1
12,38,Directed,7449,,,1
108,38,Directed,7450,,,1
96,38,Directed,7451,,,1
1,38,Directed,7452,,,1
15,38,Directed,7453,,,1
16,38,Directed,7454,,,1
85,38,Directed,7455,,,1
86,38,Directed,7456,,,1
151,38,Directed,7457,,,1
97,38,Directed,7458,,,1
73,38,Directed,7459,,,1
89,38,Directed,7460,,,1
155,38,Directed,7461,,,1
120,38,Directed,7462,,,1
98,38,Directed,7463,,,1
107,38,Directed,7464,,,1
119,38,Directed,7465,,,1
153,38,Directed,7466,,,1
115,38,Directed,7467,,,1
33,38,Directed,7468,,,1
34,38,Directed,7469,,,1
35,38,Directed,7470,,,1
137,38,Directed,7471,,,1
39,38,Directed,7472,,,1
45,38,Directed,7473,,,1
91,38,Directed,7474,,,1
125,38,Directed,7475,,,1
50,38,Directed,7476,,,1
126,38,Directed,7477,,,1
154,38,Directed,7478,,,1
54,38,Directed,7479,,,1
122,38,Directed,7480,,,1
116,38,Directed,7481,,,1
55,38,Directed,7482,,,1
56,38,Directed,7483,,,1
123,38,Directed,7484,,,1
152,38,Directed,7485,,,1
100,38,Directed,7486,,,1
61,38,Directed,7487,,,1
62,38,Directed,7488,,,1
113,38,Directed,7489,,,1
63,38,Directed,7490,,,1
133,38,Directed,7491,,,1
92,38,Directed,7492,,,1
65,38,Directed,7493,,,1
66,38,Directed,7494,,,1
67,38,Directed,7495,,,1
101,38,Directed,7496,,,1
68,38,Directed,7497,,,1
69,38,Directed,7498,,,1
142,38,Directed,7499,,,1
95,38,Directed,7500,,,1
80,38,Directed,7501,,,1
82,38,Directed,7502,,,1
70,38,Directed,7503,,,1
124,38,Directed,7504,,,1
